Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
AirPhotos_Hamilton_1959-1962_A16883-10	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 10]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.320307 ; longitude -79.735165
AirPhotos_Hamilton_1959-1962_A16883-11	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 11]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.27633 ; longitude -79.755249
AirPhotos_Hamilton_1959-1962_A16883-12	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 12]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275456 ; longitude -79.786835
AirPhotos_Hamilton_1959-1962_A16883-13	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 13]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275581 ; longitude -79.818935
AirPhotos_Hamilton_1959-1962_A16883-14	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 14]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275956 ; longitude -79.851723
AirPhotos_Hamilton_1959-1962_A16883-15	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 15]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.274706 ; longitude -79.890347
AirPhotos_Hamilton_1959-1962_A16883-16	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 16]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.274956 ; longitude -79.923477
AirPhotos_Hamilton_1959-1962_A16883-17	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 17]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.274956 ; longitude -79.956264
AirPhotos_Hamilton_1959-1962_A16883-18	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 18]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275081 ; longitude -79.992142
AirPhotos_Hamilton_1959-1962_A16883-19	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 19]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275206 ; longitude -80.026131
AirPhotos_Hamilton_1959-1962_A16883-20	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 20]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.275081 ; longitude -80.059433
AirPhotos_Hamilton_1959-1962_A16883-21	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 21]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.233322 ; longitude -79.608994
AirPhotos_Hamilton_1959-1962_A16883-22	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 22]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.233448 ; longitude -79.634399
AirPhotos_Hamilton_1959-1962_A16883-23	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 23]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.233698 ; longitude -79.66135
AirPhotos_Hamilton_1959-1962_A16883-25	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 25]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.234198 ; longitude -79.717312
AirPhotos_Hamilton_1959-1962_A16883-26	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 26]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.234448 ; longitude -79.744778
AirPhotos_Hamilton_1959-1962_A16883-28	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 28]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.230821 ; longitude -79.812584
AirPhotos_Hamilton_1959-1962_A16883-29	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 29]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.230821 ; longitude -79.839363
AirPhotos_Hamilton_1959-1962_A16883-30	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 30]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.230571 ; longitude -79.871635
AirPhotos_Hamilton_1959-1962_A16883-31	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 31]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.230446 ; longitude -79.902191
AirPhotos_Hamilton_1959-1962_A16883-32	[Golden Horseshoe Area, 11/9/1959] : [Flightline A16883-Photo 32]		Spartan Air Services Ltd.		cartographic	Aerial photographs	11/9/1959	[Spartan Air Services Ltd.]	[Ottawa, Ont.]	11/9/1959	eng	remote-sensing image	[1:30,000 approximately]	1 remote-sensing image ; 23 x 23 cm. Some surface damage (pen markings)	Stereoscopic coverage. Shows all of the Niagara Peninsula, east of Brantford, Rockton, Guelph. Includes Halton Region south of Georgetown, Mississauga. Includes all of Wentworth County except parts of Flamborough. On verso: Department of Mines & Technical Surveys, government of Canada copyright. Source: Spartan Air Services Ltd. [Golden Horseshoe Area], Job 1086A.	Golden Horseshoe (Ont.)			North America	Canada	Ontario	Niagara, Halton	Wentworth	Brantford, Guelph, Mississauga, Hamilton, Oakville, Milton, Burlington	Rockton		latitude 43.230571 ; longitude -79.932747
